,CUSTOMER_NAME,SERIAL_COUNT
2194,Varaghhaye simani alyafdar nab co,1
2195,Varzesh va javanan andimeshk,1
2196,Vazheh mashin co,1
2197,Vezarat Rah Va Tarabari,1
2198,Vezarat behdasht darman amozesh,5
2199,Vezarat ertebatat va fanavari etelaat,1
2200,Vezarat olom tahghighat va fanavari,800
2201,Vezarat omor eghtesadi va daraei,36
2202,Vian davar co,1
2203,Vista Asan Poush Co,1
2204,Vista sanat persian co,2
2205,Vista system parsam,1
2206,Vodja 182087,1
2207,Vodja 801325,320
2208,Vzarat Etelaat Va Fanavari Etelaat,323
2209,West Azerbaijan University of Medical Sciences(EMC),239
2210,Yadman bardia co,1
2211,Yaghot sabz iranian,1
2212,Yas koh noor kish-mashhad,3
2213,Yekta Negin Kaveh,2
2214,Yekta sanat samin co,1
2215,Yektaz siklet kavir,1
2216,Zagros pardis kish co,1
2217,Zanjan peyriz co,1
2218,Zar barg tamin co,2
2219,Zar mehr5 marlik company,1
2220,Zar pakhsh lorestan co,2
2221,Zarf bast kimia co,1
2222,Zarin dagh Astarakan Co,5
2223,Zarin folad kian pars co,1
2224,Zarin ghazali dayti,2
2225,Zarin sakht sanabad mashhad co,1
2226,Zarinpal,1
2227,Zharf ab avid co,1
2228,Zharf aein part co,2
2229,Zharf negar javan shahr,1
2230,Zhik sazeh electronic co,1
2231,Zhivadan international,2
2232,Zhivar Faragostar Daria Electronic,3
2233,Ziba sazeh dornik co,1
2234,Zir Sakht Amn Khadamat Tarakeshi,645
2235,Zist Andish Pishgam,15
2236,Zist Orkid Farmad,5
2237,Zist Orkid Farmed,3
2238,Zist fanavari tayeba co,1
2239,Zist pardazesh arya co,1
2240,Zob nasoz iranian co,2
2241,ab manteghei hormozgan,1
2242,abo fazelab khouzestan,8
2243,aderan sanat amir,1
2244,alman sivil aria,3
2245,amadeh laziz,22
2246,amozeshkadeh fani amir kabir- arak,9
2247,anam enerji gostaran,1
2248,anestitometabolism,1
2249,anformatik rahbar,1
2250,arian mahvareh,12
2251,arian setak andish,1
2252,ariya amod apadana,2
2253,arshia elka,1
2254,arshsazan alborz,1
2255,asan rah alborz,2
2256,ava pezeshk iranian,2
2257,avan tava tav,1
2258,azar pinar,1
2259,bahar,8
2260,bahar samaneh shargh,3
2261,bahre bardari namayeshgah haye beynolmelali shahr aftab tehran,2
2262,bank refah kargaran,58
2263,bank refah kargaran ostan fars,40
2264,bank sanaaat o madan,205
2265,bank sarmayeh,57
2266,bar farbari radmehr omid,1
2267,barsaz rouydad pars,3
2268,baz afarinan shahr sabz sepahan,1
2269,behavaran seir rezvan,3
2270,behdad tejarat sepehr pooyan,2
2271,behta tafakor nab salamt,1
2272,behzisti ostan azarbayjan sharghi,1
2273,behzisti ostan kermanshah,1
2274,bimeh sina,35
2275,bitak company,1
2276,bonyad mostazafan khorasan razavi,3
2277,bonyad taavon setad e niruhaye mosalah,4
2278,borna fonon pars,1
2279,chargoon Co,2
2280,control tozin pand,2
2281,dadeh pardazi nik afarin,1
2282,daneshgah olom pezeshki esfahan,401
2283,daro sazi jaber ebne hayan,1
2284,darou gostar pars kimiya,1
2285,darou sazi zahravi,1
2286,derakht zendgi ertebet tehran,24
2287,edareh kol omor maliyati,1
2288,eide gozin ertebatat romak,84
2289,eideh negaran toseh pars,1
2290,enerji sazan jahanshahr,1
2291,eskan iran,1
2292,eskan sazan peybeton,1
2293,exir danesh pars,1
2294,fan najetesfahan,1
2295,fanavaran zanjan system payam,40
2296,fanavari etelaat gardeshgari iran,2
2297,fanavari etelat iran,50
2298,fanavari-zisti tabiat gara,1
2299,fani va mohandesi jam gostar foruzan ariyayi,2
2300,fanoos dehkadeh ertebatat,1
2301,faravardehhaye labani bel sahar co,1
2302,fava sari,27
2303,fazaye sabz shahrdari tabriz,2
2304,fazl azarbayjan,1
2305,fedrasion varzeshi,1
2306,foolad gostarn sana estil,1
2307,fooman shimi,1
2308,foroshgah zanjirei ofogh koroush,1029
2309,forushgahe zanjireie hayat,102
2310,gaz ostan khorasan razavi,21
2311,ghand lorestan,2
2312,ghare bagh,1
2313,ghom rayaneh,400
2314,golpakhsh aval,1
2315,golrang tarabar qazvin,1
2316,gostaresh mashaghel ghasedak,1
2317,hamlo naghl iran bolgharestan,1
2318,hamlo naghl tofangsaz tarabar sepah,2
2319,hamlonaghl javan seir isar,35
2320,hamshahri,1
2321,havadeso foriyathaye yasouj,2
2322,hedayat daghigh samaneh,1
2323,hengar say,1
2324,hotelhaye beynolmeleli kosar,1
2325,houshmand sanaat arshai,106
2326,hyper market haye maf pars,3
2327,iman shabakeh houshmand,2
2328,insig,3
2329,iran novinn kish,1
2330,jahan baygan,1
2331,javan seir isar bushehr,6
2332,jazb setareh,2
2333,kani gostar pooyan,1
2334,kanon parvaresh fekriye kodakan,2
2335,kanoon jahangari o otomibilrani,1
2336,karafarinan tose mihan mandegar,1
2337,kargozari bank sepah,1
2338,kargozari farabi co,2
2339,karkiano afarin aryana,1
2340,karno vazin sarir,2
2341,ketab gostar,1
2342,khadamat mosaferati va zibaeiha,1
2343,khadamat technology huawei iranian,204
2344,khadamati karkonan salafchegan Co,1
2345,khak beton va josh vira pey azma,1
2346,khanehsazi parsman sazeh,1
2347,khoshkbar bina,2
2348,kimiya padideh tij,1
2349,kolor pars,2
2350,komite emdad azarbayjan sharghi,19
2351,kozo pars,2
2352,lidoma,1
2353,majmae jahani solh jahani,1
2354,mapna tabasom,15
2355,markaz amar ghove ghazaiyeh,10
2356,markazi astan ghods razavi,52
2357,matris,1
2358,mayadin miveh o tarebar Mashhad,11
2359,mehr aflak aria neyshabour,12
2360,mehr gasht marlik,1
2361,mehr pardaz alborz,25
2362,mehravaran,1300
2363,mehre farhang,5
2364,mitsui,11
2365,moassese espadan,2
2366,moavenat behdashti oloum pezeshki,6
2367,modiran shabake kara system,20
2368,mohandesi matin electronic tarah,1
2369,mohandesi ofogh tosee saberin,5
2370,mohandesi sanaye naghliye khodro,1
2371,mohandesi shabakehaye bargh,1
2372,mohandesi va tarahi hampa enerzhi,2
2373,moj basir iranian,1
2374,moj houshmand,15
2375,mojtamae gaz pars jonoubi,17
2376,nakhl bon iranian,1
2377,namvarsystem anzali,1
2378,narm afzari datis arian gheshm,51
2379,negaresh tabligh no,3
2380,negin sadaf tous,1
2381,nik aein teb,2
2382,nimeh hadi sina,1
2383,nosazi sanaye iranian mana,1
2384,ofogh tjarat daryan,1
2385,oil lndustry investment co,2
2386,olom pezeshki shahrod,1
2387,orom narin company,1
2388,ostandari azarbayjan sharghi,15
2389,padideh gol bakhtar,1
2390,pajouheshgah zelzeleshenasi,1
2391,pajuheshkade farhang va honar eslami,4
2392,pakhsh alborz,1
2393,pakhsh narmak pars,1
2394,palayesh gaz khangiran,2
2395,palayesh nojan mehr,1
2396,paliz tejarat rosha,4
2397,parand parvaz tav,1
2398,pardakht electronic bank pasargad,285
2399,pardisan rayaneh system,2
2400,pars ahd mandegar,1
2401,pars sahand radiator,1
2402,pars tavangar sanat,1
2403,parsian bank,1
2404,parsian hava kar,1
2405,part ava control co.,1
2406,paydar abnyeh sholaml,1
2407,payesh armaghan yaran,80
2408,pazhohesh va Tose-e nagi,550
2409,pazhuhesh sanat modern group,1
2410,petro pars iran,3
2411,petro tamin ariyana,1
2412,pexeshki ghanuniye ostan zanjan,7
2413,pezeshki ghanuni kordestan,14
2414,pg pars,1
2415,pholad technic,1
2416,pober,10
2417,poli poropilane jam,1
2418,pouya Aflak Sepehr co,2
2419,pouya electronic pardis,2
2420,rahbord modiran kish,1
2421,rahkarhaye hamrah karina,5
2422,razan tejarat hounam,1
2423,roz pelastik kar,2
2424,saba shahd pasargad,1
2425,sabalan barghmid,1
2426,saberine kish,100
2427,sadid tejarat persia,1
2428,sahami bargh mantaghehei pars,175
2429,sahnd azar mehr,1
2430,sailav sazeh azarbaiyjan,1
2431,salamat pakhsh hasti,1
2432,saman bank,856
2433,sana sazeh tohid co,1
2434,sanam industrial & commercial co,11
2435,sanat madan tejart hormozgan,1
2436,sanat madan va tejarat esfahan,1
2437,sanat madan va tejarat sistan va balochestan,1
2438,sanat madan va trjarat yazd,1
2439,sanat mansour,1
2440,sanati namadin tarh,3
2441,sanati va madani khod kafayan madan,1
2442,sanaye bal co,2
2443,sanaye chini zarin iran,2
2444,sanaye ghazaei behrouz nik,3
2445,sanaye ghazaii perperouk,4
2446,sanaye shimiyaei ghafari,4
2447,sanayeh nasaji mihan mehr,2
2448,sanddoghe gharzolhasane karkonan,19
2449,sarafi shahr,1
2450,sarmaegozari maskan jonoub,2
2451,sarmayeh gozari maskan jonob-kish,1
2452,sarzaminkharid,650
2453,sazman boors va oragh bahadar,22
2454,sazman enteghal khon Khorasan,3
2455,sazman farhangi shahrdari,2
2456,sazman joghrafiyaei,8
2457,sazman mirase farhangi gardeshgari,1
2458,sazman omran tosee ghaemshahr,1
2459,sazman otobosrani mashhad,149
2460,sazman shahrdari shiraz,28
2461,sepid makian co,39
2462,sepidan sanat yekta,1
2463,shahed univercity,1
2464,shahrdari ahvaz,2
2465,shahrdari esfahan,8
2466,shahrdari ghazvin,1
2467,shahrdari mantgheh 3 mashhad,4
2468,shahrdari mashhad,10
2469,shahrdari tahran,634
2470,sharbod afrah,1
2471,shekoufa manesh,2
2472,sherkat pajohesh tose naji,1969
2473,sherkat tazamoni,1
2474,sherkat tolidi poli oreh tan iran,1
2475,shilat khuzestan,6
2476,shora tadbir,1
2477,siman kavir kashan,1
2478,sorc,14
2479,soziana,303
2480,spilet co.,1
2481,tadbir nikan iranian,1
2482,tadbir omran jam,1
2483,taghziye farnam,4
2484,taj hasht tarbiyat rahimi,24
2485,talash khodro iranian,2
2486,talie fonoun giti,1150
2487,tamin ejtemaii nirouhaye mosalah,30
2488,tamin sarmayeh sepehr,1
2489,tasnim behboud arman co.,4
2490,tehran ferajeh,1
2491,tehran polimer yara co,1
2492,tolid nirou bargh esfahan,1
2493,tolidi azar sang sorkh,1
2494,tolidi donyaye geranol,1
2495,tolidi makhazen gaz tabiei asianama,1
2496,toolid nirooye markazi saba,1
2497,tose andish espdana,28
2498,tose tejarat azizi,1
2499,toseandishan atlas,5
2500,tosedahandegan system ebtekar,1
2501,tosee ertebatat samim rayaneh,1
2502,tosee khadamat electronici narvan,1010
2503,tosee noavari shahr company,4
2504,tosse garan fanavari asrenovin,5
2505,tozi konandegan masaleh S.Esfahan,1
2506,tozi va Pakhsh satrap dina,1
2507,vezarat defa,1
2508,vezarat omor eghtesad va daraei,2
2509,yekta pakandishan tehran,1
2510,zafaran saharkhiz,2
2511,zanjan rah saz,1
2512,حمل و نقل بام شاد,1
2513,داده نگار ماتريس,1
2514,دانشگاه علوم پزشکي شوشتر,1
2515,دیجیتال گستر پارسیان,1
2516,شرکت مهندسي پزشکي توسن تجهيز,1
2517,پيمايش گستر توس,1
